id,L,M,S,XL,XS,XXL,XXXL
111,19,28,5,0,8,1,6
112,10,16,13,12,3,19,3
113,19,28,12,2,3,4,15
114,15,22,8,15,13,14,2
115,15,0,25,15,26,0,7
116,25,0,0,15,3,12,2
117,3,10,24,5,26,4,11
118,1,21,28,28,14,11,24
119,17,23,23,11,4,13,16
120,11,21,2,5,4,17,13
121,7,16,27,4,1,21,22
122,20,8,21,5,1,0,20
123,2,20,14,3,17,12,2
124,14,0,7,16,2,19,17
125,12,21,7,28,2,25,9
126,13,28,21,1,4,0,16
127,11,28,5,8,3,0,16
128,18,19,15,21,8,21,19
129,12,16,0,0,14,25,3
130,5,19,9,25,11,17,7
131,10,12,3,22,22,19,10
132,8,18,13,14,4,13,8
133,25,12,25,5,9,27,11
134,20,14,17,12,18,8,20
135,9,11,5,24,10,26,18
136,8,25,9,12,3,28,6
137,13,5,14,8,24,22,27
138,25,6,8,9,23,12,1
139,12,13,24,23,10,10,13
140,24,21,18,16,17,18,13
141,8,17,11,4,1,20,20
142,2,18,5,27,19,22,24
143,3,9,1,12,19,17,3
144,7,4,6,7,28,6,1
145,14,19,16,12,17,5,14
146,10,1,5,9,0,8,12
147,5,9,25,19,26,16,6
148,7,8,14,25,17,14,17
149,0,7,2,19,19,9,20
150,26,12,27,16,24,13,0
151,19,25,4,23,11,15,3
152,22,18,18,27,24,0,5
153,17,4,3,16,24,25,1
154,3,2,11,9,27,14,17
155,1,18,19,5,2,24,15
156,16,0,26,9,27,8,14
157,12,15,3,23,14,17,4
158,17,4,12,5,12,27,7
159,24,11,21,17,0,23,20
160,9,1,18,18,2,22,23
161,26,15,1,2,6,5,5
162,24,18,20,0,11,10,26
163,13,4,11,10,22,4,10
164,19,21,18,22,26,24,21
165,6,26,22,24,15,12,28
166,10,12,2,12,17,18,8
167,15,24,13,1,12,22,4
168,20,20,14,28,13,7,24
169,24,2,21,8,27,16,14
170,14,27,1,8,17,1,27
171,21,0,11,28,28,10,10
172,23,2,27,28,22,5,3
173,10,22,24,7,1,15,1
174,9,28,1,1,16,22,8
175,7,15,16,19,0,27,25
176,19,1,0,15,25,13,3
177,24,16,17,28,21,0,11
178,14,0,4,26,6,21,8
179,12,25,15,1,25,27,18
180,9,4,1,18,7,3,26
181,23,17,8,25,27,27,10
182,19,6,22,20,22,21,19
183,9,14,20,4,11,10,10
184,2,3,13,7,9,23,17
185,15,18,25,9,13,11,27
186,15,4,7,9,23,20,22
187,1,8,5,27,6,4,22
188,14,0,17,24,0,14,17
189,22,1,9,16,26,24,19
190,19,2,15,2,5,3,7
191,18,18,4,3,4,17,0
192,19,8,24,13,0,16,28
193,26,4,5,15,14,17,10
194,23,16,1,22,26,19,11
195,6,19,7,24,12,3,21
196,19,24,27,9,22,15,0
197,13,4,7,19,15,5,28
198,12,3,24,3,13,12,1
199,17,14,1,8,1,28,18
200,3,4,4,1,15,15,18
201,9,18,3,21,18,11,8
202,28,17,7,18,16,18,2
203,13,1,19,3,20,19,18
204,20,25,19,3,22,3,24
205,24,2,15,12,9,6,27
206,14,12,14,18,3,26,11
207,11,9,0,23,13,20,20
208,5,24,7,14,24,24,23
209,2,16,17,15,19,17,8
210,3,16,12,12,22,4,24
211,25,6,12,0,1,5,20
212,6,25,21,4,26,18,18
213,24,25,0,9,6,18,12
214,8,25,2,13,2,2,11
215,17,24,6,10,17,9,23
216,15,0,12,11,9,4,20
217,6,1,17,11,6,14,11
218,12,22,2,7,24,20,11
219,0,17,4,5,13,19,20
220,22,12,6,12,1,26,10
221,3,21,4,12,15,3,16
222,21,12,8,28,2,4,6
223,19,7,3,12,8,10,12
224,13,16,13,26,28,18,24
225,0,18,5,18,13,0,26
226,18,12,10,15,10,5,3
227,4,9,8,15,24,18,5
228,16,11,22,15,25,21,15
229,21,4,17,12,20,5,16
230,3,28,14,17,6,22,26
231,14,3,8,12,28,21,19
232,21,9,26,2,13,20,16
233,14,26,27,10,3,5,11
234,17,17,16,16,15,19,15
235,15,25,5,21,11,27,1
236,2,0,27,28,19,23,15
237,27,21,17,21,24,18,9
238,0,9,20,12,5,6,7
239,3,23,26,4,13,8,25
240,20,6,27,28,26,21,22
241,0,20,22,18,15,5,14
242,7,24,26,13,3,3,15
243,22,5,23,3,6,2,15
244,4,28,2,3,19,6,1
245,14,15,20,28,10,1,13
246,17,12,21,17,11,19,19
247,8,12,19,13,2,6,10
248,28,7,10,6,13,10,5
249,19,14,14,22,26,18,9
250,23,25,5,23,23,12,18
251,21,0,6,20,0,13,9
252,9,16,3,0,5,5,23
253,14,2,5,13,25,27,22
254,10,27,11,9,12,21,6
255,25,9,14,10,10,22,22
256,20,12,23,13,0,11,0
257,25,22,20,21,25,2,10
258,28,19,17,6,11,16,16
259,10,21,26,4,1,12,9
260,13,6,2,19,9,6,8
261,22,0,3,18,3,5,8
262,6,28,1,16,21,15,10
263,10,23,13,7,27,15,18
264,22,28,24,21,2,19,25
265,24,6,2,25,4,1,6
266,14,19,26,11,7,16,3
267,15,6,7,16,20,24,12
268,3,19,27,25,17,12,9
269,7,13,24,13,10,2,4
270,27,2,11,25,12,18,8
271,7,6,5,19,28,25,6
272,28,17,6,3,3,5,12
273,8,14,10,18,9,27,9
274,28,8,27,22,1,7,16
275,18,25,8,11,0,9,14
276,9,11,5,22,8,17,3
277,11,4,20,9,9,22,16
278,21,2,1,26,12,27,7
279,18,0,14,0,2,17,20
280,7,25,0,4,12,19,14
281,10,0,9,19,3,12,0
282,18,19,1,12,15,23,28
283,16,16,25,16,18,16,6
284,18,16,19,1,5,27,16
285,19,28,4,18,1,13,26
286,20,0,15,18,9,22,3
287,0,23,21,0,24,16,14
288,10,18,11,0,23,5,1
289,18,4,10,9,12,25,7
290,24,20,28,1,20,28,14
291,14,6,19,8,23,28,26
292,24,20,9,14,21,21,25
293,27,21,17,0,19,12,21
294,16,11,22,9,21,0,11
295,21,4,17,22,6,11,0
296,18,20,20,10,12,12,18
297,14,21,5,15,0,11,23
298,17,15,6,23,6,7,9
299,15,20,14,25,7,24,27
300,5,18,23,12,10,0,25
301,24,18,8,6,27,14,27
302,1,26,25,20,11,4,23
303,21,20,8,27,1,7,15
304,1,23,27,18,23,21,23
305,11,14,22,15,27,28,9
306,6,22,26,25,15,24,12
307,8,0,16,5,20,1,13
308,10,2,22,8,16,10,2
309,17,13,11,10,24,0,18
310,20,14,26,7,11,4,23
311,22,8,12,3,4,25,22
312,23,26,6,5,8,15,12
313,2,15,27,9,7,21,1
314,0,9,22,16,9,6,12
315,4,28,8,26,26,17,26
316,10,3,17,19,26,14,18
317,15,24,21,21,23,1,1
318,17,19,20,17,9,19,25
319,9,19,2,18,4,12,27
320,23,9,7,27,16,7,17
321,27,18,12,3,18,24,22
322,0,3,9,24,5,23,27
323,6,1,28,13,10,1,19
324,22,1,16,14,20,8,7
325,22,5,8,17,8,22,20
326,20,20,27,8,10,0,19
327,11,21,19,22,21,20,13
328,3,28,10,9,7,2,7
329,19,23,25,22,18,16,8
330,14,11,12,21,9,28,20
331,25,19,17,1,28,17,6
332,11,28,21,21,14,10,9
333,16,22,13,16,13,13,17
334,14,8,0,2,8,23,19
335,17,0,24,16,28,14,0
336,19,3,24,20,13,15,11
337,21,0,2,4,26,4,0
338,27,14,10,24,3,25,2
339,28,16,0,23,12,14,15
340,12,26,26,17,10,6,6
341,4,13,14,23,14,4,6
342,25,19,22,27,11,25,20
343,25,17,5,16,10,14,2
344,6,3,2,27,4,12,24
345,23,10,20,23,18,14,25
346,6,20,19,4,20,0,5
347,17,1,16,8,2,7,10
348,17,24,27,3,28,5,5
349,20,14,17,5,17,5,28
350,26,21,25,10,17,23,8
351,11,17,27,9,7,26,3
352,2,20,7,27,6,28,10
353,15,28,5,6,22,5,8
354,26,17,18,0,14,14,3
355,1,21,9,19,17,6,19
356,12,16,16,26,10,11,21
357,10,19,8,19,0,25,19
358,0,13,1,5,0,23,23
359,7,6,15,25,26,16,15
360,10,22,20,26,6,24,2
361,2,4,24,17,19,6,2
362,24,12,12,3,2,12,25
363,4,15,28,23,22,14,20
364,23,23,7,3,18,15,5
365,27,10,25,25,26,17,28
366,23,28,21,1,7,10,9
367,23,11,20,20,16,9,8
368,2,14,0,25,20,13,9
369,27,17,20,1,3,7,1
370,15,6,11,2,3,8,13
371,15,25,1,20,19,24,27
372,1,12,2,3,15,17,28
373,4,5,23,14,20,10,17
374,24,1,18,17,1,6,6
375,12,22,8,25,23,9,15
376,9,0,1,1,12,14,20
377,25,26,10,12,24,13,6
378,21,7,14,22,2,11,12
379,13,16,26,24,17,23,8
380,5,17,11,19,11,17,7
381,0,4,13,20,8,27,23
382,25,17,3,10,2,11,27
383,16,11,1,18,14,12,3
384,22,27,15,4,9,19,13
385,3,7,9,9,12,12,25
386,4,17,20,1,6,17,25
387,23,0,25,17,5,6,18
388,6,8,23,4,26,7,12
389,25,1,0,3,25,16,8
390,7,20,10,27,2,18,8
391,20,20,18,6,5,23,10
392,11,8,25,16,28,0,21
393,1,11,23,18,26,9,15
394,18,11,22,25,9,8,9
395,7,9,15,15,5,7,4
396,26,3,13,15,28,0,27
397,15,10,25,26,5,27,16
398,25,27,8,16,2,6,4
399,14,7,11,10,13,24,21
400,19,20,26,28,12,0,2
401,17,11,15,1,1,27,1
402,6,21,27,14,26,6,23
403,16,0,4,14,25,26,12
404,12,13,0,2,13,4,20
405,27,13,27,13,16,3,21
406,15,10,16,27,17,4,14
407,8,3,8,9,0,24,24
408,26,6,5,8,28,20,15
409,8,10,22,14,21,20,19
410,22,14,9,16,6,2,5
411,7,11,27,8,25,1,27
412,3,7,25,7,11,2,25
413,11,14,5,9,15,8,17
414,21,24,1,22,11,8,2
415,3,25,19,16,19,0,20
416,16,6,18,17,1,28,11
417,12,4,0,19,6,28,7
418,19,22,24,24,22,5,5
419,23,10,12,7,10,9,11
420,10,1,9,17,10,21,23
421,7,17,11,24,3,24,14
422,4,7,18,0,19,12,8
423,21,9,24,1,16,1,26
424,15,17,10,14,8,22,24
425,27,12,23,14,14,2,12
426,8,17,5,13,11,22,28
427,18,26,4,3,11,14,21
428,19,16,11,20,10,17,28
429,20,7,17,20,17,8,20
430,14,6,17,19,9,0,27
431,15,4,1,26,7,12,13
432,17,15,22,17,11,28,10
433,28,23,7,17,4,1,10
434,8,27,15,12,25,7,23
435,3,6,16,21,9,10,26
436,6,18,20,11,27,1,22
437,17,11,7,8,17,24,7
438,15,9,12,8,8,13,17
439,6,19,1,19,12,27,18
440,0,2,6,16,11,22,23
441,14,17,25,3,14,4,5
442,10,4,22,26,13,2,18
443,5,3,1,26,3,27,24
444,13,5,3,18,25,17,9
445,15,7,0,1,22,16,25
446,9,15,19,13,10,0,28
447,14,8,13,20,23,22,8
448,16,1,3,24,12,20,4
449,27,22,27,25,13,15,16
450,26,26,18,0,22,4,1
451,16,22,21,16,0,15,28
452,1,27,12,13,26,22,13
453,12,11,15,14,28,5,9
454,21,2,21,0,15,12,8
455,28,13,27,19,27,24,21
456,15,8,21,1,12,9,13
457,22,8,9,26,5,13,18
458,22,21,28,21,26,20,9
459,21,2,19,3,1,1,27
460,25,6,9,18,19,18,13
461,27,4,11,12,14,7,25
462,22,4,11,14,1,15,5
463,3,1,21,7,9,27,27
464,2,10,1,8,6,5,26
465,28,11,9,5,21,5,26
466,20,22,20,9,26,28,15
467,23,27,10,4,18,10,0
468,1,20,10,21,23,18,8
469,22,24,27,3,25,20,15
470,19,25,22,2,0,2,26
471,18,22,9,12,2,20,19
472,20,22,3,10,18,17,19
473,0,6,8,21,8,16,6
474,3,2,28,14,6,10,18
475,0,4,10,8,27,11,13
476,9,3,2,27,4,24,0
477,19,8,14,6,20,11,7
478,16,18,6,7,20,1,1
479,14,24,1,6,23,27,1
480,0,19,25,1,13,17,9
481,2,12,16,4,17,7,26
482,26,9,11,22,9,3,0
483,26,0,4,1,25,21,4
484,7,0,28,0,28,28,0
485,20,23,7,8,9,28,4
486,8,7,9,27,21,5,22
487,8,5,21,9,24,7,23
488,3,3,24,25,10,27,24
489,28,0,22,20,15,7,15
490,6,26,2,17,16,9,20
491,17,28,24,24,2,22,12
492,11,8,28,17,28,14,3
493,12,5,27,20,7,16,4
494,20,7,2,24,20,21,25
495,23,14,10,2,24,7,24
496,0,0,9,24,9,24,21
497,28,17,10,15,17,9,9
498,21,6,7,14,18,23,9
499,19,15,25,8,13,6,26
500,23,14,18,2,6,19,13
501,1,23,13,17,19,23,26
502,17,7,2,23,14,26,21
503,23,8,24,15,5,28,26
504,26,22,26,22,28,19,20
505,7,2,23,5,27,22,23
506,6,17,3,20,27,20,0
507,26,26,26,6,9,15,15
508,22,11,20,23,17,21,16
509,16,15,10,11,0,7,2
510,13,10,25,25,10,4,11
511,17,27,10,18,1,5,7
512,17,27,28,8,2,22,28
513,13,23,3,24,8,1,15
514,1,10,25,28,3,14,27
515,11,19,24,4,25,28,2
516,22,17,2,15,10,23,17
517,26,8,3,22,5,21,25
518,15,22,8,26,5,5,10
519,28,23,9,13,15,17,28
520,9,4,9,23,4,26,7
521,25,27,22,0,4,28,26
522,27,21,16,12,13,16,0
523,10,21,22,6,6,26,4
524,23,9,1,3,11,17,8
525,0,22,13,18,20,2,7
526,27,5,26,7,18,13,17
527,25,2,24,5,9,24,20
528,21,8,17,3,1,26,12
529,2,10,12,0,9,11,6
530,23,21,14,28,25,11,28
531,25,5,15,10,11,3,1
532,8,2,12,6,21,15,23
533,10,28,21,4,0,28,3
534,7,14,27,17,4,25,17
535,26,21,4,0,23,8,6
536,24,20,14,25,10,0,22
537,28,17,20,12,10,27,10
538,16,8,19,8,2,0,18
539,16,11,7,16,23,15,15
540,14,1,25,28,4,12,10
541,11,24,11,27,23,8,9
542,13,1,25,19,7,24,22
543,15,18,12,18,23,1,14
544,21,23,22,2,12,17,28
545,15,2,15,11,15,2,19
546,28,0,25,10,27,28,28
547,28,18,4,0,13,14,4
548,15,6,4,7,13,26,17
549,14,5,20,26,18,20,26
550,0,13,23,7,15,0,11
551,15,0,1,3,14,16,3
552,10,23,20,13,14,21,27
553,18,13,25,3,6,26,26
554,27,8,24,6,21,6,28
555,28,4,21,14,17,0,0
556,10,8,23,28,5,17,14
557,19,20,16,18,12,18,15
558,1,28,10,19,16,21,21
559,11,14,22,22,22,3,23
560,4,26,13,0,14,8,8
561,24,21,27,6,21,25,24
562,6,3,19,18,28,4,11
563,3,2,23,22,13,23,9
564,19,22,7,22,12,0,28
565,12,2,20,4,23,28,16
566,1,17,24,19,18,27,1
567,8,0,18,17,13,19,19
568,0,19,15,25,24,3,12
569,10,16,17,27,13,15,15
570,28,8,14,13,9,26,24
571,16,17,23,23,26,13,26
572,10,11,16,24,11,0,3
573,6,18,20,21,14,10,27
574,10,27,2,0,7,2,12
575,27,5,23,25,28,6,18
576,24,4,27,8,20,24,22
577,18,11,8,7,13,2,25
578,17,25,4,10,27,17,6
579,25,25,25,6,25,5,22
580,17,27,7,24,0,22,24
581,28,12,3,10,12,19,25
582,2,8,22,5,16,2,13
583,10,10,4,7,11,4,22
584,17,18,25,9,6,13,18
585,0,1,6,25,18,19,22
586,15,12,3,11,28,11,7
587,10,28,14,22,28,8,4
588,24,8,26,10,20,1,12
589,4,26,11,15,7,9,11
590,6,14,10,8,16,4,19
591,14,22,7,5,28,0,17
592,28,5,23,28,10,22,5
593,8,0,0,28,1,4,14
594,11,21,15,4,16,20,8
595,9,23,3,19,20,19,11
596,18,24,17,15,20,27,25
597,11,23,25,19,10,15,6
598,5,24,11,18,14,21,6
599,10,3,23,22,21,16,27
600,10,22,28,4,11,22,13
601,27,14,24,24,11,13,25
602,28,21,24,2,10,6,1
603,11,17,3,7,0,0,25
604,16,15,12,12,28,7,28
605,0,11,18,20,18,9,27
606,2,0,21,25,21,12,22
607,6,27,28,21,1,11,16
608,20,16,27,0,20,15,9
609,19,17,11,26,8,18,25
610,12,8,25,17,18,10,11
611,14,24,21,26,22,2,17
612,3,2,5,19,21,12,20
613,23,12,11,25,6,3,4
614,14,20,21,26,19,0,0
615,8,11,10,0,3,23,26
616,25,1,5,9,1,20,7
617,24,11,14,23,8,15,16
618,8,22,20,11,22,7,24
619,11,21,20,6,26,4,3
620,10,9,28,9,12,22,20
621,26,6,20,14,5,2,22
622,28,7,27,0,13,8,10
623,10,20,18,4,0,13,16
624,11,19,4,27,13,11,27
625,21,27,26,16,19,7,22
626,26,22,10,21,8,15,6
627,22,26,15,24,21,22,15
628,28,4,11,26,25,22,6
629,11,19,24,10,6,3,24
630,13,26,21,21,12,21,9
631,0,20,25,23,27,0,17
632,1,0,9,25,22,9,27
633,8,3,17,21,14,7,13
634,5,25,22,10,22,23,12
635,6,18,9,1,21,7,18
636,22,23,2,8,12,23,5
637,19,16,1,8,18,14,6
638,25,1,28,2,11,9,17
639,14,7,16,6,19,22,5
640,20,13,19,18,17,10,6
641,8,18,21,18,0,20,9
642,10,11,6,14,15,24,27
643,0,27,25,8,21,28,9
644,15,12,19,0,9,20,14
645,15,1,10,8,17,9,28
646,10,25,18,4,22,0,20
647,4,14,3,22,19,8,8
648,17,21,14,2,11,21,3
649,27,2,22,17,27,1,5
650,5,15,7,10,25,9,25
651,7,2,13,22,19,1,23
652,14,6,14,4,0,14,13
653,5,7,6,28,15,3,23
654,6,28,21,26,28,4,8
655,12,14,10,4,21,9,12
656,5,2,14,9,13,27,8
657,1,12,22,1,15,21,6
658,28,3,10,19,3,8,27
659,3,14,6,13,26,27,14
660,22,11,23,7,10,11,18
661,5,23,8,18,13,19,8
662,1,20,26,16,17,19,10
663,18,11,15,2,5,10,28
664,15,10,19,26,6,2,4
665,26,18,2,5,11,6,11
666,19,27,4,27,9,10,2
667,28,6,10,10,3,10,23
668,1,9,11,0,14,1,17
669,26,13,16,17,12,6,25
670,0,7,20,3,1,9,20
671,2,12,10,14,2,22,9
672,10,14,15,12,13,12,11
673,10,10,7,9,27,3,17
674,14,24,15,9,11,7,9
675,10,22,18,4,9,8,9
676,21,7,27,12,28,17,24
677,11,23,1,4,27,23,21
678,10,22,13,14,13,9,28
679,17,20,15,5,5,19,2
680,13,22,5,7,12,19,9
681,12,28,11,23,12,15,17
682,0,22,19,18,13,3,12
683,20,19,4,1,11,10,28
684,13,8,25,11,25,23,11
685,10,8,15,8,5,6,10
686,10,14,23,10,5,23,16
687,8,10,15,20,17,11,6
688,8,6,20,9,12,24,6
689,14,11,7,6,8,24,17
690,14,11,16,13,6,1,17
691,13,1,3,13,8,10,26
692,19,23,4,26,27,20,0
693,15,24,10,11,21,26,13
694,17,10,20,12,10,21,18
695,5,24,1,10,19,6,6
696,17,24,22,9,7,9,12
697,10,14,21,28,8,20,20
698,21,7,6,2,16,21,24
699,15,9,6,25,24,14,7
700,8,5,21,16,4,18,6
701,3,2,5,22,21,13,16
702,14,16,23,22,28,3,8
703,9,15,21,19,9,20,24
704,18,16,1,12,9,23,25
705,19,23,26,13,15,18,24
706,4,21,24,2,16,27,26
707,8,0,17,12,12,2,15
708,26,13,10,7,2,15,0
709,11,26,16,19,4,3,28
710,5,1,16,7,0,4,16
711,3,14,5,4,4,4,2
712,27,28,6,27,24,22,11
713,17,11,12,27,7,1,12
714,5,18,26,24,13,16,9
715,3,16,11,12,19,19,25
716,17,21,4,14,10,5,14
717,26,9,7,15,16,9,7
718,2,13,24,21,8,6,18
719,21,21,23,13,15,24,24
720,8,0,2,2,28,1,6
721,19,16,20,2,5,19,26
722,0,28,0,11,17,26,3
723,22,4,24,25,26,22,27
724,27,21,21,16,25,0,20
725,28,17,24,8,12,12,26
726,22,0,12,9,23,9,15
727,14,8,9,15,25,5,10
728,17,1,12,22,28,1,3
729,0,20,9,19,13,18,1
730,26,24,1,19,6,9,18
731,1,4,11,12,10,11,0
732,5,0,5,16,19,17,8
733,3,26,17,12,12,3,5
734,26,28,23,9,26,22,12
735,9,26,26,10,12,2,9
736,28,8,26,10,4,23,7
737,24,13,22,9,23,9,6
738,2,7,9,14,10,14,0
739,5,20,3,26,24,0,28
740,3,26,21,17,5,18,2
741,20,25,5,11,14,18,1
742,15,15,28,8,0,19,24
743,21,24,2,6,17,15,16
744,14,6,18,24,0,3,27
745,9,14,22,19,2,19,8
746,22,17,26,20,16,9,11
747,23,25,15,0,25,27,28
748,10,12,21,1,28,13,14
749,21,16,14,18,21,24,7
750,14,21,12,16,12,19,0
751,27,12,17,17,13,4,21
752,13,1,28,24,12,2,11
753,11,28,5,13,26,22,18
754,19,25,11,17,8,13,16
755,13,15,14,11,7,18,24
756,7,8,5,14,1,16,18
757,28,1,1,7,21,13,7
758,22,15,25,17,14,7,6
759,21,4,15,9,19,6,2
760,20,24,20,0,19,15,3
761,27,2,13,23,11,25,14
762,19,13,10,17,4,18,15
763,7,16,27,26,16,28,10
764,8,27,21,11,10,6,18
765,22,3,21,12,4,14,12
766,4,6,22,2,4,6,9
767,0,14,26,7,19,14,19
768,14,23,28,7,6,28,23
769,7,3,22,28,27,10,18
770,6,18,19,27,13,11,6
771,3,23,28,15,4,9,28
772,16,3,0,0,8,26,26
773,27,9,26,2,17,25,28
774,18,3,2,19,0,18,7
775,9,17,23,5,26,24,26
776,17,1,17,3,19,7,4
777,24,21,21,14,10,17,27
778,12,8,8,16,24,0,25
779,10,27,0,2,10,13,22
780,15,27,5,14,24,25,11
781,16,14,27,13,1,0,5
782,15,12,16,0,10,25,0
783,12,8,1,6,20,8,13
784,20,11,5,5,4,19,6
785,24,8,6,18,24,12,8
786,18,8,11,5,7,24,21
787,21,8,28,22,1,21,10
788,2,19,19,22,3,5,14
789,10,24,21,21,19,0,25
790,3,3,22,20,19,24,12
791,15,23,5,2,3,6,28
792,4,22,9,13,7,8,17
793,6,25,23,5,2,19,25
794,19,24,19,14,24,21,2
795,10,1,15,3,25,4,13
796,10,19,19,7,1,1,1
797,1,1,12,13,26,22,21
798,18,17,8,17,4,25,15
799,18,9,0,2,2,3,20
800,14,3,14,23,13,2,2
801,18,27,7,4,27,12,18
802,7,28,13,4,14,26,24
803,9,12,16,23,14,18,6
804,9,6,4,26,26,23,24
805,22,21,22,6,0,20,12
806,1,9,16,24,24,19,22
807,17,8,24,19,25,4,14
808,0,1,18,25,25,13,24
809,0,26,18,15,5,15,20
810,1,17,17,22,3,22,11
811,25,0,21,11,17,4,0
812,2,21,27,9,14,13,15
813,15,19,28,5,19,14,13
814,21,1,5,8,0,25,6
815,16,10,20,10,12,4,22
816,12,9,20,24,3,14,22
817,3,7,28,7,2,10,12
818,23,6,17,13,10,4,21
819,11,23,20,17,17,26,12
820,19,16,17,4,27,5,6
821,1,15,21,28,13,23,9
822,9,11,19,0,4,28,1
823,7,5,14,18,27,21,10
824,8,15,19,17,2,22,14
825,1,26,16,25,10,10,0
826,15,7,20,19,24,28,19
827,24,24,25,22,5,3,22
828,23,23,25,6,21,1,6
829,10,22,5,16,27,3,18
830,16,5,9,14,23,23,7
831,18,21,4,11,19,22,22
832,26,2,15,26,12,0,9
833,2,27,26,19,28,18,24
834,9,2,6,5,25,24,10
835,28,17,17,5,2,2,10
836,24,17,4,22,10,8,7
837,19,13,23,5,6,20,3
838,2,22,26,21,25,18,14
839,12,21,5,22,20,23,12
840,19,15,11,1,19,11,23
841,5,24,22,27,8,19,22
842,18,23,24,9,5,6,26
843,9,20,17,20,0,28,3
844,5,23,13,15,21,27,21
845,2,25,8,7,8,25,24
846,1,16,21,13,13,17,5
847,23,13,19,9,24,17,25
848,26,26,27,2,7,6,20
849,13,3,28,25,11,5,26
850,8,7,25,14,14,27,17
851,4,20,10,5,21,14,27
852,20,7,19,1,26,10,13
853,19,2,9,21,9,1,20
854,16,3,19,22,18,21,21
855,15,1,1,26,4,20,18
856,18,7,0,28,24,20,19
857,22,7,2,8,11,10,11
858,27,26,22,22,4,27,12
859,12,6,8,3,22,12,3
860,9,4,21,24,9,21,25
861,12,12,7,7,7,21,11
862,16,28,26,27,19,19,9
863,4,16,25,9,7,28,3
864,8,6,26,25,17,17,0
865,13,5,28,19,5,19,7
866,28,21,14,22,19,13,2
867,8,4,13,10,0,26,15
868,0,8,6,19,15,16,17
869,10,7,18,7,16,1,13
870,9,22,28,12,6,27,12
871,22,13,16,3,11,22,22
872,0,25,15,28,10,28,0
873,16,19,10,12,18,13,0
874,26,12,4,21,4,2,1
875,2,21,24,13,22,20,11
876,9,27,8,19,28,11,10
877,20,6,25,12,3,16,17
878,14,28,14,19,26,3,9
879,24,11,7,5,15,11,9
880,17,3,27,24,26,9,27
881,2,9,6,1,19,13,26
882,6,20,6,26,6,28,19
883,11,25,8,28,14,10,4
884,0,9,21,25,4,8,12
885,23,14,8,18,15,11,16
886,22,13,7,22,14,11,15
887,4,15,20,5,22,24,19
888,16,23,4,18,13,13,4
889,19,24,21,17,6,19,27
890,11,3,6,7,23,2,2
891,7,28,18,23,11,15,23
892,17,6,19,16,24,1,26
893,21,20,26,18,18,3,13
894,0,25,27,20,22,3,1
895,3,28,18,15,14,2,26
896,28,8,0,12,10,18,28
897,26,19,25,8,3,17,0
898,0,22,5,26,17,15,19
899,20,2,12,25,18,11,19
900,13,0,8,0,16,11,7
901,25,0,7,8,7,4,19
902,0,13,2,13,25,25,26
903,26,17,17,17,10,22,26
904,23,14,6,8,21,28,12
905,13,23,25,7,3,0,28
906,14,6,2,25,0,17,28
907,9,19,12,22,9,12,6
908,9,18,7,23,13,20,2
909,16,21,13,18,11,22,9
910,2,3,0,12,7,10,15
911,26,11,22,21,8,14,8
912,7,18,13,7,7,16,28
913,28,2,3,18,28,15,4
914,2,7,26,15,12,20,19
915,5,12,16,20,7,14,27
916,21,19,12,22,20,26,19
917,23,5,16,16,12,20,14
918,5,6,9,8,24,10,22
919,9,28,22,6,4,14,28
920,15,28,9,7,14,14,24
921,10,12,19,18,13,15,27
922,27,13,4,23,6,20,10
923,19,23,20,4,9,16,13
924,3,18,13,23,4,0,1
925,20,0,16,21,21,27,15
926,20,12,28,13,12,16,28
927,22,0,4,23,25,21,23
928,14,21,20,9,18,7,0
929,3,26,11,1,22,7,19
930,16,4,21,8,26,8,26
931,15,17,25,17,18,23,4
932,20,16,26,13,13,10,11
933,18,20,2,26,20,26,4
934,7,4,24,19,22,4,6
935,18,26,11,13,27,3,10
936,1,20,18,1,20,25,26
937,24,14,24,5,9,23,19
938,3,14,22,0,8,28,22
939,8,16,24,20,2,9,0
940,24,15,5,3,3,2,7
941,10,19,7,10,19,24,24
942,0,4,2,27,17,20,28
943,0,25,4,7,12,26,13
944,14,5,14,5,17,26,21
945,23,16,27,8,13,16,26
946,14,18,19,25,27,11,1
947,17,26,21,27,4,15,10
948,11,3,13,6,3,7,10
949,24,2,24,15,19,27,14
950,27,22,22,19,10,17,0
951,0,17,26,12,10,25,2
952,23,26,13,3,3,0,1
953,8,18,1,20,22,18,20
954,16,11,4,21,0,14,6
955,14,19,25,10,5,2,21
956,16,22,26,17,15,15,11
957,2,13,10,21,1,26,12
958,1,12,17,15,15,0,21
959,6,25,5,25,21,20,27
960,18,10,21,22,20,10,0
961,7,26,28,21,5,15,11
962,24,23,19,27,6,15,26
963,8,4,24,9,27,1,6
964,7,24,20,11,19,23,11
965,19,17,17,23,14,15,17
966,11,6,10,13,22,14,16
967,28,27,21,12,3,0,15
968,7,16,15,1,8,10,7
969,28,8,4,1,11,9,14
970,4,25,12,2,5,4,4
971,0,8,5,4,6,3,9
972,6,3,12,10,27,24,6
973,19,22,11,17,24,24,4
974,14,23,17,1,26,7,1
975,11,7,23,22,6,10,18
976,28,2,14,20,25,23,9
977,12,15,23,0,7,1,13
978,13,16,1,12,4,18,14
979,13,16,9,24,20,25,2
980,5,3,18,1,19,24,3
981,26,0,16,25,11,26,10
982,8,10,14,28,1,13,1
983,26,19,0,9,18,2,7
